Respondent_Serial,ID,ReturnCode,IDType,USHOU1,MRK_SMPGRP,MRK_SMPSRC,IISPanelistID,DP_INCOME,DP_GENAGE,DP_EDUCATION_BAN,DP_HISPANIC_BAN,DP_USHHI2_der,usedu3_der,usmar2_der,EMP01_der,USRACE4_der,USRETH3_der,HADD_ZipCode_US,HCAL_REGION1_US,HCAL_REGION1_Label_abbreviation_US,HCAL_REGION1_Label_US,HCAL_Region3_US,HCAL_Region3_Label_US,HCAL_Region2_US,HCAL_Region2_Label_US,HCAL_AGGLO_CODE_US,HCAL_AGGLO_CODE_Label_US,HCAL_MktSize_US,HCAL_MktSize_Label_US,HCAL_STDMKTSIZE_US,HCAL_STDMKTSIZE_Label_US,HCAL_STDREGION_4CODES_US,HCAL_STDREGION_4CODES_Label_US,HCAL_STDREGION_US,HCAL_STDREGION_Label_US,TimeZone_US,Time_Zone_Label_US,NielsenCountySizeCode_US,QMktSize_1_1,QMktSize_2_1,QMktSize_3_1,QMktSize_4_1,QMktSize_5_1,QMktSize_6_1,QMktSize_7_1,QMktSize_8_1,QMktSize_9_1,QMktSize_10_1,QMktSize_11_1,QMktSize_12_1,QMktSize_13_1,QMktSize_14_1,QMktSize_15_1,QMktSize_16_1,QMktSize_17_1,QMktSize_18_1,QMktSize_19_1,QMktSize_20_1,QMktSize_21_1,QMktSize_22_1,QMktSize_23_1,QMktSize_24_1,QMktSize_25_1,QMktSize_26_1,QMktSize_27_1,QMktSize_28_1,QMktSize_29_1,QMktSize_30_1,QMktSize_31_1,QMktSize_32_1,QMktSize_33_1,QMktSize_34_1,QMktSize_35_1,QMktSize_36_1,QMktSize_37_1,QMktSize_38_1,QMktSize_39_1,QMktSize_40_1,QMktSize_41_1,QMktSize_42_1,QMktSize_43_1,QMktSize_44_1,QMktSize_45_1,QMktSize_46_1,QMktSize_47_1,QMktSize_48_1,QMktSize_49_1,QMktSize_50_1,QMktSize_51_1,QMktSize_52_1,QMktSize_53_1,QMktSize_54_1,QMktSize_55_1,QMktSize_56_1,QMktSize_57_1,QMktSize_58_1,QMktSize_59_1,QMktSize_60_1,QMktSize_61_1,QMktSize_62_1,QMktSize_63_1,QMktSize_64_1,QMktSize_65_1,QMktSize_66_1,QMktSize_67_1,QMktSize_68_1,QMktSize_69_1,QMktSize_70_1,QMktSize_71_1,QMktSize_72_1,QMktSize_73_1,QMktSize_74_1,QMktSize_75_1,QMktSize_76_1,QMktSize_77_1,QMktSize_78_1,QMktSize_79_1,QMktSize_80_1,QMktSize_81_1,QMktSize_82_1,QMktSize_83_1,QMktSize_84_1,QMktSize_85_1,QMktSize_86_1,QMktSize_87_1,QMktSize_88_1,QMktSize_89_1,QMktSize_90_1,QMktSize_91_1,QMktSize_92_1,QMktSize_93_1,QMktSize_94_1,QMktSize_95_1,QMktSize_96_1,QMktSize_97_1,QMktSize_98_1,QMktSize_99_1,ZIP_3DIGIT,ZIP_5DIGIT,State_Recoded,USHHI2,DMA,DP_ETHNICITY_BAN,Weightvar,resp_gender,resp_age,resp_age_long,REGION4,US09KID,US09KAB01,US09KAB02,US09KAB03,US09KAB04,US09KAB05,US09KAB06,US09KAB07,US09KAB08,US09KAB09,US09KAB10,US09KAB11,US09KAB12,US09KAB13,US09KAB14,US09KAB15,US09KAB16,US09KAB17,US09KAB18,US09KAB19,US09KAG01,US09KAG02,US09KAG03,US09KAG04,US09KAG05,US09KAG06,US09KAG07,US09KAG08,US09KAG09,US09KAG10,US09KAG11,US09KAG12,US09KAG13,US09KAG14,US09KAG15,US09KAG16,US09KAG17,US09KAG18,US09KAG19,USMAR2,STATE,US09KAB_AG_merged01,US09KAB_AG_merged02,US09KAB_AG_merged03,US09KAB_AG_merged04,US09KAB_AG_merged05,US09KAB_AG_merged06,US09KAB_AG_merged07,US09KAB_AG_merged08,US09KAB_AG_merged09,US09KAB_AG_merged10,US09KAB_AG_merged11,US09KAB_AG_merged12,US09KAB_AG_merged13,US09KAB_AG_merged14,US09KAB_AG_merged15,US09KAB_AG_merged16,US09KAB_AG_merged17,US09KAB_AG_merged18,US09KAB_AG_merged19,Age_pres,GENAGE_der,MRK_STATUS_DYN,MRK_START_TIME_DYN,MRK_END_TIME_DYN,MRK_DIFF_TIME_DYN,QUOTA_DYN,QUOTA_CAN_GENDER_DYN,QUOTA_CAN_AGERANGE_DYN,QUOTA_CAN_REGION_DYN,QUOTA_ROT_DYN1,QUOTA_ROT_DYN2,DYN101,DYN102,DYN103,DYN104,DYN105,DYN106,DYN107,DYN108,DYN109,DYN110,DYN111,DYN112,DYN113,GRID_DYN2_1_DYN2,GRID_DYN2_2_DYN2,GRID_DYN2_3_DYN2,GRID_DYN2_4_DYN2,GRID_DYN2_5_DYN2,GRID_DYN2_6_DYN2,GRID_DYN2_7_DYN2,GRID_DYN2_8_DYN2,GRID_DYN2_9_DYN2,GRID_DYN2_10_DYN2,GRID_DYN2_11_DYN2,GRID_DYN2_12_DYN2,SPLIT_ORDER_DYN2_1_DYN2_ORDER,SPLIT_ORDER_DYN2_2_DYN2_ORDER,SPLIT_ORDER_DYN2_3_DYN2_ORDER,SPLIT_ORDER_DYN2_4_DYN2_ORDER,SPLIT_ORDER_DYN2_5_DYN2_ORDER,SPLIT_ORDER_DYN2_6_DYN2_ORDER,SPLIT_ORDER_DYN2_7_DYN2_ORDER,SPLIT_ORDER_DYN2_8_DYN2_ORDER,SPLIT_ORDER_DYN2_9_DYN2_ORDER,SPLIT_ORDER_DYN2_10_DYN2_ORDER,SPLIT_ORDER_DYN2_11_DYN2_ORDER,SPLIT_ORDER_DYN2_12_DYN2_ORDER,DYN3,MARK_START_TIME_DYN,MARK_END_TIME_DYN,MARK_DIFF_TIME_DYN,Section_Version_DYN,Wavemarker,RACE_wgt,CurrentMonth,CurrentYear,KIDS01,USRACE41,USRACE42,USRACE43,USRACE44,USRACE45,USRACE46,USRACE47,COUNTRY10,INDHH1001,INDHH1002,INDHH1003,INDHH1004,INDHH1005,INDHH1006,INDHH1007,INDHH1008,INDHH1009,INDHH1010,INDHH1011,INDHH1012,INDHH1013,INDHH1014,INDHH1015,INDHH1016,INDHH1017,INDHH1018,INDHH1019,INDHH1020,INDHH1021,INDHH1022,INDHH1023,INDHH1024,INDHH1025,INDHH1026,INDHH1027,INDHH1028,INDHH1029,INDHH1030,INDHH1031,INDHH1032,INDHH1033,INDHH1034,INDHH1035,INDHH1036,USEDU3,USRETH3,PGS01,EMP01,DKIDS01_1_DKIDS01_Gender,DKIDS01_2_DKIDS01_Gender,DKIDS01_3_DKIDS01_Gender,DKIDS01_4_DKIDS01_Gender,DKIDS01_5_DKIDS01_Gender,DKIDS01_6_DKIDS01_Gender,DKIDS01_7_DKIDS01_Gender,DKIDS01_8_DKIDS01_Gender,DKIDS01_9_DKIDS01_Gender,DKIDS01_10_DKIDS01_Gender,DKIDS01_11_DKIDS01_Gender,DKIDS01_12_DKIDS01_Gender,DKIDS01_1_DKIDS01_YoB,DKIDS01_2_DKIDS01_YoB,DKIDS01_3_DKIDS01_YoB,DKIDS01_4_DKIDS01_YoB,DKIDS01_5_DKIDS01_YoB,DKIDS01_6_DKIDS01_YoB,DKIDS01_7_DKIDS01_YoB,DKIDS01_8_DKIDS01_YoB,DKIDS01_9_DKIDS01_YoB,DKIDS01_10_DKIDS01_YoB,DKIDS01_11_DKIDS01_YoB,DKIDS01_12_DKIDS01_YoB,DKIDS01_1_DKIDS01_MoB,DKIDS01_2_DKIDS01_MoB,DKIDS01_3_DKIDS01_MoB,DKIDS01_4_DKIDS01_MoB,DKIDS01_5_DKIDS01_MoB,DKIDS01_6_DKIDS01_MoB,DKIDS01_7_DKIDS01_MoB,DKIDS01_8_DKIDS01_MoB,DKIDS01_9_DKIDS01_MoB,DKIDS01_10_DKIDS01_MoB,DKIDS01_11_DKIDS01_MoB,DKIDS01_12_DKIDS01_MoB,DKIDS01_1_DKIDS01_Rel,DKIDS01_2_DKIDS01_Rel,DKIDS01_3_DKIDS01_Rel,DKIDS01_4_DKIDS01_Rel,DKIDS01_5_DKIDS01_Rel,DKIDS01_6_DKIDS01_Rel,DKIDS01_7_DKIDS01_Rel,DKIDS01_8_DKIDS01_Rel,DKIDS01_9_DKIDS01_Rel,DKIDS01_10_DKIDS01_Rel,DKIDS01_11_DKIDS01_Rel,DKIDS01_12_DKIDS01_Rel
3936,1026902718,9,1,1,1,2,,3,6,3,2,7,3,3,2,1,2,63301,29,26,Missouri,29183,SAINT CHARLES,609,"St. Louis, MO",41180,"St. Louis, MO-IL",6,"2,500,000-4,999,999",2,1M-4.9M,2,Midwest,4,West North Central,6,Central (GMT -06:00),1,,,,,,,609,,,,,,,,,,,,,,,,63301,,,,,,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,63301,26,12,609,1,0.6769617616499706,2,62,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,3,3,4,3,3,3,2,2,2,2,3,1,2,1,2,1,1,2,1,2,2,1,2,7,13703656169,13703656247,78,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,1136390081,9,1,2,1,2,,3,2,6,2,7,6,3,1,1,2,33433,12,10,Florida,12099,PALM BEACH,548,"West Palm Beach-Ft. Pierce, FL",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",7,"5,000,000 +",3,5M+,3,South,5,South Atlantic,5,Eastern (GMT -05:00),1,,,,,,,548,,,,,,,,,,,,,,,,33433,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,33433,10,11,548,1,0.715769702332717,1,36,36,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,2,1,,,,1,,,,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,3,1,2,2,1,5,2,4,1,1,3,4,2,1,2,1,1,2,2,1,2,1,2,1,2,13703656223,13703656315,92,3,0,1,1,2017,2,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,1,1,1.0,2.0,,,,,,,,,,,2001.0,2010.0,,,,,,,,,,,7.0,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
3942,1025235941,9,1,1,1,2,,3,2,6,2,7,6,3,1,1,2,68787,31,28,Nebraska,31179,WAYNE,624,"Sioux City, IA",99931,Unassigned area in NE,9,Non CBSA,4,Non metro,2,Midwest,4,West North Central,6,Central (GMT -06:00),4,,,,,,,624,,,,,,,,,,,,,,,,68787,,,,,,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,68787,28,13,624,1,0.7082074809359301,1,38,38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,,,,1,,,,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5,4,5,5,4,3,2,2,3,2,3,3,2,2,1,1,2,2,1,1,2,1,2,1,5,13703656192,13703656269,77,3,0,1,1,2017,1,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,2,1,1.0,,,,,,,,,,,,2000.0,,,,,,,,,,,,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,
3950,1133301822,9,1,3,1,1,1133301822,4,6,4,2,8,4,3,7,1,2,73170,40,37,Oklahoma,40027,CLEVELAND,650,"Oklahoma City, OK",36420,"Oklahoma City, OK",5,"1,000,000-2,499,999",2,1M-4.9M,3,South,7,West South Central,6,Central (GMT -06:00),2,,,,,,,650,,,,,,,,,,,,,,,,73170,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,73170,37,16,650,1,0.6717153068514594,2,71,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,4,4,4,4,3,3,3,2,3,3,2,1,1,1,2,2,2,2,2,1,1,1,5,13703656181,13703656263,82,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,1148542724,9,1,1,1,2,,1,2,2,2,1,2,1,8,1,2,87123,35,32,New Mexico,35001,BERNALILLO,790,"Albuquerque-Santa Fe, NM",10740,"Albuquerque, NM",4,"500,000-999,999",1,<1M,4,West,8,Mountain,7,Mountain (GMT -07:00),2,,,,,,,790,,,,,,,,,,,,,,,,87123,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,87123,32,1,790,1,0.9243494391655873,1,47,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,,,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,5,5,5,6,5,3,3,6,3,4,5,1,2,2,2,2,1,2,1,1,2,1,1,2,13703656274,13703656338,64,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,1002445512,9,1,5,1,2,,1,3,4,2,1,4,5,4,1,2,80631,8,6,Colorado,08123,WELD,751,"Denver, CO",24540,"Greeley, CO",3,"250,000-499,999",1,<1M,4,West,8,Mountain,7,Mountain (GMT -07:00),3,,,,,,,751,,,,,,,,,,,,,,,,80631,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,80631,6,3,751,1,1.0089971707557983,1,67,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,1,,,,1,,,,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,6,6,6,6,6,2,2,2,2,2,6,6,1,1,1,1,2,2,1,2,1,2,2,2,7,13703656175,13703656310,135,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,1140518224,9,1,1,1,2,,4,1,6,2,8,6,3,1,1,2,67226,20,17,Kansas,20173,SEDGWICK,678,"Wichita-Hutchinson Plus, KS",48620,"Wichita, KS",4,"500,000-999,999",1,<1M,2,Midwest,4,West North Central,6,Central (GMT -06:00),2,,,,,,,678,,,,,,,,,,,,,,,,67226,,,,,,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,67226,17,18,678,1,0.6702518936242023,1,34,34,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,,,,1,,,,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,13703656433,13703656471,38,3,0,1,1,2017,3,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,1,1,1.0,2.0,2.0,,,,,,,,,,2014.0,2010.0,2004.0,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
3968,1022000195,9,1,1,1,2,,2,6,4,2,4,4,3,3,1,2,95355,6,5,California,06099,STANISLAUS,862,"Sacramento-Stockton-Modesto, CA",33700,"Modesto, CA",4,"500,000-999,999",1,<1M,4,West,9,Pacific,8,Pacific (GMT -08:00),2,,,,,,,862,,,,,,,,,,,,,,,,95355,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,95355,5,6,862,1,0.8279737137166393,2,65,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,5,4,5,5,5,2,2,2,2,2,3,3,2,1,1,2,1,2,1,1,2,2,1,2,2,13703656296,13703656356,60,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,1100729853,9,1,1,1,2,,3,6,7,2,7,7,1,1,1,2,11234,36,33,New York,36047,KINGS,501,"New York, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",7,"5,000,000 +",3,5M+,1,Northeast,2,Middle Atlantic,5,Eastern (GMT -05:00),1,,,,,,,501,,,,,,,,,,,,,,,,11234,,,,,,,,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,11234,33,11,501,1,0.6430205481893122,2,62,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,5,5,6,6,6,6,2,2,2,2,2,6,2,1,1,1,2,2,2,1,2,1,1,2,2,13703656236,13703656325,89,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,1148599142,9,1,1,1,2,,1,5,4,2,1,4,5,8,1,2,46773,18,15,Indiana,18003,ALLEN,509,"Ft. Wayne, IN",23060,"Fort Wayne, IN",3,"250,000-499,999",1,<1M,2,Midwest,3,East North Central,5,Eastern (GMT -05:00),2,,,,,,,509,,,,,,,,,,,,,,,,46773,,,,,,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,46773,15,2,509,1,0.6397784289885349,2,51,51,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,5,1,,,,1,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,6,6,4,3,4,4,3,3,4,4,1,2,2,1,1,1,2,2,2,2,1,1,7,13703656238,13703656328,90,3,0,1,1,2017,3,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,2,5,2.0,2.0,2.0,,,,,,,,,,1999.0,2001.0,2001.0,,,,,,,,,,8.0,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
3975,1023031527,9,1,1,1,1,1023031527,3,3,5,2,7,5,4,1,1,2,80104,8,6,Colorado,08035,DOUGLAS,751,"Denver, CO",19740,"Denver-Aurora-Lakewood, CO",6,"2,500,000-4,999,999",2,1M-4.9M,4,West,8,Mountain,7,Mountain (GMT -07:00),1,,,,,,,751,,,,,,,,,,,,,,,,80104,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,80104,6,12,751,1,0.9632671292629723,1,55,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,1,,,,1,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,6,5,5,5,4,4,5,4,4,4,1,2,1,2,1,1,2,2,1,2,1,2,5,13703656305,13703656418,113,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,1052958268,9,1,3,1,2,,5,3,6,2,10,6,2,8,1,2,93036,6,5,California,06111,VENTURA,803,"Los Angeles, CA",37100,"Oxnard-Thousand Oaks-Ventura, CA",4,"500,000-999,999",1,<1M,4,West,9,Pacific,8,Pacific (GMT -08:00),2,,,,,,,803,,,,,,,,,,,,,,,,93036,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,93036,5,21,803,1,1.5746721334909786,1,66,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,1,,,,1,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,6,6,6,6,2,2,6,6,2,3,1,2,1,1,1,1,2,1,2,2,2,2,1,13703656401,13703656462,61,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,1147858273,9,1,1,1,2,,3,1,4,2,7,4,5,2,1,2,12065,36,33,New York,36091,SARATOGA,532,"Albany-Schenectady-Troy, NY",10580,"Albany-Schenectady-Troy, NY",4,"500,000-999,999",1,<1M,1,Northeast,2,Middle Atlantic,5,Eastern (GMT -05:00),2,,,,,,,532,,,,,,,,,,,,,,,,12065,,,,,,,,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,12065,33,14,532,1,0.6484708482105658,1,34,34,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,6,1,1,,,,1,,,,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,1,2,2,1,2,2,4,2,4,3,4,1,1,1,1,1,2,2,2,2,2,1,2,2,13703656475,13703656520,45,3,0,1,1,2017,3,1,0,0,0,0,0,0,84,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,2,2,1.0,2.0,1.0,,,,,,,,,,2000.0,2008.0,2010.0,,,,,,,,,,9.0,6.0,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
4002,1035668278,9,1,1,1,2,,3,6,5,2,7,5,3,4,1,2,29654,45,41,South Carolina,45007,ANDERSON,567,"Greenville-Spartanburg-Asheville-Anderson, SC-NC",24860,"Greenville-Anderson-Mauldin, SC",4,"500,000-999,999",1,<1M,3,South,5,South Atlantic,5,Eastern (GMT -05:00),3,,,,,,,567,,,,,,,,,,,,,,,,29654,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,29654,42,14,567,1,0.6841903420541064,2,62,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,3,3,6,6,3,3,2,3,3,3,3,3,2,2,1,1,1,1,1,2,1,2,2,2,7,13703656659,13703656769,110,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
